state,city,name,phone,email,website,address,rating,reviews_count,services,certifications,audiences,service_area,lat,lng
California,Julian,Permasystems,(760) 440-7676,,http://www.permasystems.org/,"PO Box 1623, Julian, CA 92036",,"['Consulting and Design', 'Building and Construction', 'Maintenance and Repair', 'Education', 'In-home consultations', 'Rainwater harvesting systems', 'Greywater systems', 'Landscape design', 'Building with repurposed materials', 'Rainwater harvesting systems', 'Greywater systems', 'Building with repurposed materials', 'Landscape design', 'Ecologically designed systems']",,New customers,[],,32.8731994,-116.93227
California,Paso Robles,A-1 Tank LLC,(805) 238-4431,,https://a1tank.com/,"1861 N River Rd, Paso Robles, CA 93446",5,1,"['Galvanized water storage tanks', 'Fire suppression water storage', 'Manufacture water storage tanks to meet local requirements', 'Galvanized steel tanks', 'Fire suppression water storage', 'Tanks meeting fire suppression requirements']",,"Homeowners, Agriculture, Public agencies",['California'],35.6341177,-120.6822656
California,Oakland,Dig Cooperative Inc.,(510) 560-4865,,http://www.dig.coop/,"2505 Magnolia St, Oakland, CA 94609",4.8,11,[],,,[],37.81836,-122.284279
California,Rancho Cordova,Fire Tank Pros,(830) 369-0399,,http://www.firetankpros.com/,"3309 Monier Cir Unit 1, Rancho Cordova, CA 95742",5,4,"['Fire protection water storage tanks', 'Sales', 'Service', 'Installations', 'Accessories and fittings', 'Engineering support for fire protection system design', 'Project management', 'NFPA requirements', 'FM requirements', 'Fire protection system design']",,,[],31.1689103,-100.0768425
California,Tehachapi,Shelby Pumps & Well Service Inc.,(661) 520-2221,,http://shelbypumps.com/,,5,4,"['Design of water well equipment', 'Installation of water well pumps', 'Repair of water well equipment', 'Service and maintenance of water well equipment', 'Water storage', '24 Hour Emergency Service', 'No Water', 'Low Pressure', 'Variable Pressure', 'Broken Pipes', 'Bad Pressure Tank', 'Leaking Storage Tank', 'Pump installation', 'Water storage']",,,['Kern County'],35.128353,-118.494779
California,Rancho Cordova,Galvanized Water Tanks,(877) 223-7784,,https://galvanizedwatertanks.com/,"3309 Monier Cir Unit 1, Rancho Cordova, CA 95742",,,"['Prefabricated water storage tanks', 'Configurable water storage tanks', 'Onsite delivery', 'Installation', 'Water storage solutions', 'Bolt-together modular design', 'NSF-61 certified tank liner', 'Lightweight yet durable tanks', 'Configurable tank capacities']",NSF-61,"Residential, Commercial, Industrial",[],33.2029055,-102.2281545
Colorado,Fort Collins,Colorado Rain Catcher,(970) 556-8441,,http://www.coloradoraincatcher.com/,,5,5,"['Rain barrels', 'DIY kits']",,,[],40.4573955,-104.884327
Connecticut,Greenwich,CT Stormwater Authority LLC,(203) 951-6466,,https://www.ctstormwater.com/,,5,14,"['CULTEC infiltration chambers', 'CULTEC system installation', 'stormwater management systems', 'dry well installation', 'yard drains', 'French drains', 'trench drains', 'driveway trench drains', 'gutter downspout extensions', 'downspout tie-ins', 'foundation drainage systems', 'outdoor sump pumps', 'sump pump tie-ins', 'infiltrator chambers', 'catch basins', 'inspections', 'maintenance', 'repairs', 'basement water removal', 'CULTEC infiltration chambers', 'stormwater management systems', 'dry well installation', 'yard drainage solutions']","CULTEC Certified Installer, CULTEC Certified Maintenance Provider","Residential, Commercial","['Fairfield County', 'Connecticut', 'Westchester County', 'New York', 'Greenwich', 'Connecticut', 'Riverside', 'Connecticut', 'Stamford', 'Connecticut', 'Darien', 'Connecticut', 'New Canaan', 'Connecticut', 'Norwalk', 'Connecticut']",41.1332265,-73.514232
Florida,Hollywood,"Protank Water Tanks, Septic, Pressure Washer, Mobile Detailing - Miami / Fort Lauderdale",(866) 345-0695,,https://protank.com/miami,"4816 Pembroke Rd, Hollywood, FL 33021",4.7,46,"['Plastic tanks', 'Water tanks']",,,"['Miami', 'Ft. Lauderdale']",25.995153,-80.1922795
Florida,Sebastian,One Clarion,(863) 261-8388,,https://www.oneclarion.com/,"1511 U.S. Rte 1, Sebastian, FL 32958",4.3,11,"['Bulk storage tanks', 'Corrugated steel tanks', 'Plastic poly tanks', 'Fiberglass tanks', 'Oil tanks', 'Water trailers and skids', 'Fuel trailers', 'Water wagons', 'Water Tanks', 'Chemical Tanks', 'Double Wall Tanks', 'Containment Tanks', 'Cone Bottom Tanks', 'Below Ground Tanks', 'Custom Tanks', 'Horizontal Tanks', 'Open Top Tanks', 'Sceptic Tanks', 'Industrial plastic pipe', 'Valves', 'Fittings', 'Pumps', 'Irrigation', 'Fire suppression', 'Water transport', 'Water storage', 'Food production', 'Wineries', 'Agriculture', 'Chemical industries']",,"Food production, Wineries, Agriculture, Chemical industries",[],27.8198746,-80.471852
Florida,Deerfield Beach,EnviroConcepts & Services Inc.,(561) 703-0909,,http://www.enviroconcepts.net/,"212 E Hillsboro Blvd #231, Deerfield Beach, FL 33443",5,4,"['water purification system installation', 'water purification system servicing', 'water treatment services', 'maintenance of advanced systems', 'water purification', 'water treatment', 'advanced systems']",,"Residential, Commercial",['South Florida'],26.3181358,-80.099496
Florida,Lynn Haven,South Coast Seamless Gutters,(850) 624-6569,,http://scsgllc3.dudaone.com/,"1601 Kentucky Ave, Lynn Haven, FL 32444",5,47,[],,,[],30.2343939,-85.6565674
Florida,Brooksville,Bucks Well Pump Repair,(352) 606-9104,,http://www.buckswellpumprepair.com/,"7161 Schering St, Brooksville, FL 34613",5,258,['Well pump repair'],,,"['Hernando County', 'Pasco County', 'Citrus County', 'Pinellas County']",28.5309646,-82.5848358
Georgia,Atlanta,Georgia Water Tanks,(404) 991-0404,,http://www.georgiawatertanks.com/,"3731 Northcrest Rd Suite 28, Atlanta, GA 30340",5,4,"['water tanks', 'pumps', 'filters', 'rainwater harvesting systems', 'design assistance', 'custom coordination drawings', 'commissioning', 'jobsite supervision', 'booster pumps', 'pressure tanks', 'fire protection water tanks', 'rainwater harvesting', 'stormwater management', 'downspout diverters', 'underground infiltrators', 'rainwater-to-potable systems', 'gray water treatment and reuse', 'booster pumps', 'pressure tanks']",,"Residential, Commercial, Trades","['Georgia', 'South Carolina', 'North Carolina', 'Bainbridge', 'Georgia', 'Atlanta', 'Georgia', 'Columbia', 'South Carolina', 'Asheville', 'North Carolina']",33.9001562,-84.2528205
Georgia,Cumming,RainHarvest Systems,(800) 654-9283,,http://www.rainharvest.com/,"4475 Alicia Ln, Cumming, GA 30028",4.8,8,"['water harvesting systems', 'water treatment systems', 'water reuse systems', 'preconfigured systems', 'custom system design', 'system components', 'cisterns', 'downspout filters', 'storage tanks', 'pumps', 'gravity systems', 'system controls', 'sediment filtration', 'UV disinfection', 'ozone purification']",,"Residential, Commercial, Industrial",['Continental U.S.'],34.2849578,-84.0807266
Georgia,Albany,"Newton Crouch Company, LLC",(229) 436-1110,,http://newtoncrouch.com/,"1110 Liberty Expy, Albany, GA 31705",5,7,"['Manufacturing equipment', 'Sales', 'Service', 'Spreaders', 'Fertilizer spreaders', 'Equipment parts', 'Pumps', 'Spray tips', 'Valves', 'Fittings', 'Precision components', 'Technical support', 'High quality equipment', 'Easy-to-use equipment', 'Accurate application', 'Low cost of ownership']",,"Growers, Farmers, Applicators, Dealers, Customers","['Malone', 'Florida', 'Florida']",31.5250494,-84.114684
Georgia,Hoschton,Climate Tanks,(678) 250-4430,,http://www.climatetanks.com/,"154 Pearl Industrial Ave, Hoschton, GA 30548",,,"['Glass fused to steel tanks and silos', 'Epoxy coated tanks', 'Powder coated tanks', 'Galvanized bolted steel tanks', 'Ancillaries and connections', 'Engineered tank solutions', 'Liquid storage and processing containment', 'Glass fused to steel', 'Epoxy coating', 'Powder coating', 'Galvanizing', 'Bolted steel tank construction']",,"Architects, Engineers, Construction companies, Consultants, Contractors, Customers",[],34.083992,-83.7400436
Hawaii,Captain Cook,Pacific Blue Catchment,(808) 650-7747,,https://www.pacificbluecatchment.org/,"82-6066 Mamalahoa Hwy Ste 12, Captain Cook, HI 96704",5,101,"['Rainwater harvesting systems', 'Irrigation systems', 'Drainage improvements', 'Landscape solutions', 'Installation services', 'Design services', 'Consulting services', 'Water conservation system design/build', 'Rainwater harvesting systems', 'Water conservation system design/build']",,,"['Kona', 'Big Island of Hawaii', 'Hawaii']",19.4874243,-155.9065095
Hawaii,Kailua-Kona,LightManufacturing,(808) 825-4738,,https://bigisland.lm.solar/,"73-977 Makako Bay Dr, Kailua-Kona, HI 96740",4.2,10,"['Water tanks', 'Rainwater catchment', 'Potable water storage', 'UV Stabilized', 'UV8 laboratory rating', 'Algae resistant', 'Impact resistant', 'FDA-grade materials', 'Molded using 100% solar thermal energy', 'Zero carbon emissions', 'Locally produced']","FDA compliance (21 CFR 177.1520 (1) 3.1 and 3.2), Laboratory rating UV8","Home, Business","['Big Island', 'Hawaii']",19.7283758,-156.0601804
Hawaii,Hilo,Katchment Kleaners LLC,(808) 443-8646,,http://www.katchmentkleaners.com/,,5,120,"['Catchment tank cleaning', 'Floating inlet / floating suction', 'Equipment replacement', 'Anti-bacterial water filtration installation', 'Liner replacement', 'System inspection', 'Installation', 'Testing', 'Water conditioning', 'Pump and pressure tank servicing', 'Filter replacement', 'Generator-powered service', 'Brushing and sanitizing tank sidewalls', 'Skimming floating debris', 'Vacuuming sediment', 'Floating inlet installation', 'Anti-bacterial filtration (Quantum Disinfection™ by Clairify)', '25 mil liners', '30 mil liners', 'Oxidizer addition', 'Mineral stabilizers', 'Off-grid generator service', 'Replacement of stainless steel clamps and strainer bags']","Licensed, Insured","Residential, Off-grid homes","['East Hawaiʻi', 'Hilo', 'Keaau', 'Pāhoa', 'Volcano', 'Puna', ""Eastern Ka'u"", 'Hamakua']",19.627755,-155.3258475
Illinois,Downers Grove,Turborain,(331) 777-5701,,http://turborain.com/,"200 Foxfire Ct, Downers Grove, IL 60515",,,"['self contained programmable pump', 'rainwater pumping for drip irrigation', 'solar-powered pump system', 'programmable automatic timer', '12v DC pump', '3.0 gallons per minute at 40psi', '18-amp hour battery', '20-watt solar panel', 'solar charge controller', 'programmable automatic timer', 'pulls water from bottom of tank and outputs at top']",,"garden, plants, property",[],41.8110332,-87.9907896
Iowa,Des Moines,Barrels Iowa,(515) 966-4610,,http://rain.barrelsiowa.com/,"2517 Boyd St, Des Moines, IA 50317",5,31,"['Custom-built rain barrels', 'Installation', 'Replacement parts', 'Downspout diverters', 'Outflow options', 'Quotes for city rebate', 'Custom-built rain barrels', 'Downspout diverters', 'Best Downspout Diverter', 'Quarter turn high flow diverter', 'Twin rain barrel setups', 'Replacement parts']",,Homes,"['Des Moines', 'Iowa']",41.6211023,-93.5698867
Iowa,Fort Dodge,Ironclad Environmental Solutions,(612) 352-6642,,https://www.ironcladenvironmental.com/,"2277 120th St, Fort Dodge, IA 50501",3,2,"['Waste collection', 'Liquid containment', 'Transportation', 'Equipment rentals', 'Hydrotesting', 'Water testing of assets', 'On-site consultation and specialty services', 'Asset maintenance', 'Waste management services', 'Poly Cube', 'High density cross-linked polyethylene', 'Hydrotested assets', 'Steel tanks', 'Bag filters', 'Tanker trailers', 'Specialty containment assets']",,"Refining industry, Petrochemical industry, Environmental industry, Manufacturing, Construction",['San Diego'],42.6177918,-94.1920646
Iowa,Iowa City,Sustainable Landscape Solutions,(319) 359-0200,,http://www.sustainablelandscapesolutions.org/,"17 E Benton St, Iowa City, IA 52240",4.9,61,"['Native landscaping installation and maintenance', 'Hardscape installation (patios and retaining walls)', 'Rain gardens and rain barrels', 'Permeable pavers (patios and driveways)', 'Timber Stand Improvement', 'Bioswales and bioretention cells', 'Prairie and wetland work', 'Soil quality restoration', 'Custom concrete edging', 'In-house design team', 'Sustainable practices', 'Restoring and creating pollinator habitat', 'Planting trees', 'Native plants', 'Improving water quality', 'Improving soil quality', 'Reducing stormwater runoff', 'Enhancing native forest quality']",,"Residential, Commercial",[],41.6500766,-91.5357436
Kansas,Westmoreland,Flint Hills Water Solutions LLC,(785) 410-9337,,http://www.fhwsllc.com/,"208A Main St Box 283, Westmoreland, KS 66549",5,8,"['House well repair', 'Stock well repair', 'Sales of water well equipment', 'Stock tank services', 'Large rubber tire tanks', 'Feedlot water systems', 'Solar powered water pumps', 'Water well plugging', 'Water line installation', 'Pumps and pressure tanks', 'New water system installation', 'Installing Ritchie Automatic Waterers', 'Well drilling', 'Large rubber tire tanks', 'Solar powered water pumps', 'Installing Ritchie Automatic Waterers', 'Feedlot water systems', 'Stock tank services']",,,"['Salina', 'Lawrence', 'Independence', 'Kansas', 'Nebraska']",39.393456,-96.414036
Kansas,Hiawatha,Bestway Ag - Sprayers & Crop Equipment,(785) 742-2949,,https://www.bestwayag.com/,"2021 Iowa St, Hiawatha, KS 66434",3.7,6,"['sprayers', 'spray equipment', 'solid construction', 'simple operations', 'easy maintenance']",,Agriculture,[],39.847948,-95.5610516
Kentucky,Lexington,Kentucky Irrigation Co. LLC,(859) 254-7022,,http://kentuckyirrigation.com/,"696 Blue Sky Pkwy, Lexington, KY 40509",4.6,5,"['T-L pivots', 'T-L irrigation systems', 'center pivot irrigation', 'hydraulic technology', 'hydraulic T-L', 'precise watering techniques', 'micro climate for coffee', 'maintenance-free']",,"Farmers, Crops, Coffee","['Lexington', 'Branchville', 'South Carolina', 'Belzoni', 'Mississippi', 'Republic', 'Kansas', 'Allendale', 'Illinois', 'Vincennes', 'Indiana', 'Fort Garland', 'Colorado', 'Ephraim', 'Utah', 'Ropesville', 'Texas', 'Floydada', 'Texas', 'Strawn', 'Illinois', 'Laurinburg', 'North Carolina', 'Rift Valley', 'Zambia', 'Rock Port', 'Missouri', 'Holdrege', 'Nebraska', 'North Judson', 'Indiana', 'Willows', 'California', 'Muskegon County', 'Michigan', 'Pingree', 'Idaho', 'Laverne', 'Oklahoma']",37.9580118,-84.37791
Maine,Brunswick,"The Water Doctors , LLC",(207) 443-8080,,http://www.thewaterdoctorsofmaine.com/,"361 Bath Rd, Brunswick, ME 04011",3,2,"['Water treatment & filtration systems', 'Whole house filtration', 'Point-of-use drinking water filtration', 'Water softeners', 'Ion exchange systems', 'Iron filtration', 'Multiple filter types', 'Under- and above-ground salt systems', 'Reverse osmosis (RO) systems', 'Water pressure boosting systems', 'Low-yield well storage and delivery systems', 'Rain water collection', 'UV lights', 'Pumps', 'Storage tanks', 'Proportional chemical injection', 'Membrane separation', 'Custom-built commercial and industrial water treatment equipment', 'System sizing and build-to-order', 'Service and maintenance', 'Radon mitigation (air and water)', 'Real estate transaction radon mitigation', 'Custom-built water treatment systems', 'Low-yield well storage and delivery systems', 'Rain water collection', 'Whole house and point-of-use drinking water filtration']",State of Maine registered radon mitigation service (air and water),"Residential, Commercial, Industrial, Real estate transactions","['Coastal Maine', 'Central Maine']",43.9132111,-69.8875206
Maryland,White Marsh,"Hillcrest Pipe Sales and Construction Supplies, Inc",(410) 335-3510,,https://www.hillcrestpipesales.com/,"11509 Pulaski Hwy, White Marsh, MD 21162",4.5,11,"['customer service', 'quality stock on site', 'custom drainage fabrication', 'custom drainage fabrication']",,,[],39.3977017,-76.4040663
Massachusetts,Newton,"Titan Excavating, Inc",(781) 703-5888,,http://www.titanexcavatinginc.com/,"624 Commonwealth Ave, Newton, MA 02459",5,4,"['General demolition', 'Site work', 'Excavation', 'Trucking and hauling', 'Sewer services', 'Utility installation', 'Clearing', 'Grubbing', 'Grading', 'Tank removal or re-use', 'Dig out and haul away contaminated soil', 'Set elevation benchmarks', 'Install new drain field', 'Loam', 'grade and seed over drain field area and tank', 'Catch Basins', 'Inlets', 'Manholes', 'Channel Drains', 'Down Spouts / Leaders', 'Pipe Work', 'Catch Basin Adjustments & Cleaning', 'Foundation Waterproofing', 'Underdrain', 'Detention centers', 'Retention centers', 'Sitework', 'Septic', 'Drainage', 'Excavation']","Licensed, Insured",,"['Newton', 'MA']",42.3360042,-71.19276
Michigan,Taylor,mirainbarrel,(248) 417-8660,,http://mirainbarrel.com/,"25911 Northline Commerce Dr Suite 303, Taylor, MI 48180",5,5,"['Rain Barrels', 'Upcycled (Reclaimed) Wood Rain Barrel Stands', 'Catch-A-Raindrop Diverter', 'Premium DIY Rain Barrels', 'Mosquito Dunks', 'Virtual Workshop', 'Rain Barrel Workshops', 'Handcrafted Bourbon Barrel Bottle Opener', 'Previously used food grade drums', 'Upcycled (reclaimed) wood stands', 'Upcycled bourbon barrels', 'Rainwater harvesting education']",,"Gardeners, Kids, Residents, Homeowners, Metro-Detroiters","['Ferndale', 'Detroit', 'Berkley', 'Michigan']",42.2083225,-83.2898265
Missouri,Camdenton,Fiberglass Tank Solutions,(573) 317-9620,,https://fgtsolutions.com/,"436 MO-7, Camdenton, MO 65020",4.8,4,"['standard water storage solutions', 'custom water storage solutions', 'underground water storage tanks', 'custom fiberglass tanks', 'lift stations', 'custom-built solutions', 'fiberglass tanks', 'fiberglass-reinforced plastics (FRP)']",,"industries, applications",[],37.9802734,-92.6901923
Montana,Thompson Falls,H&M Water Solutions,(406) 242-5105,,https://hmwatersolutions.com/,,5,14,"['Well pump installation', 'Pump maintenance and repair', 'Diagnostic testing', 'Electronic testing', 'Pressure testing', 'Water testing', 'Hand pump installation', 'Cistern tank installation', 'Water flow management', 'Rainwater collection systems (gutters and filtration)', 'Water tank cleaning', 'Pump house setup', 'Water line installation', 'Electrical line installation', 'Well inspection', 'Well cleaning', 'Rainwater treatment', 'Springs services', 'Irrigation services', 'Hydrant installation', 'Well related frozen pipe services', 'Water collection systems', 'Rainwater collection', 'Underground cisterns', 'Booster solutions', 'Storage solutions for potable and fire purposes', 'Borescope well inspection', 'Hand-operated backup pumps']",,"Residential, Commercial, Agricultural","['Sanders County', 'Mineral County', 'Missoula County']",47.4477875,-114.6759554
New Mexico,New Mexico,Cactus Rain,(505) 585-0850,,https://www.cactusrainnm.com/,,5,2,"['Rainwater Harvesting', 'Greywater Reuse', 'Water Smart Landscapes', 'Integrated Design', 'Whole-house Integrated Solutions', 'Replace or Supplement a Well', 'Build Off-grid', 'Greenhouse/Garden/Backyard Habitat', 'Maintenance and Monitoring Services', 'Water Recycling', 'Filtration Systems', 'Advanced Treatment Systems', 'Water Quality Testing', 'Products for water reuse and sustainable building', 'Integrated Design', 'Advanced Treatment Systems', 'Water Quality Testing', 'Filtration Systems', 'Water Recycling']",,"Homes, Businesses, Owners, Builders, Plumbers, Architects, Landscapers",['New Mexico'],34.1661974,-106.026237
New Mexico,Santa Fe,The Firebird,(505) 983-5264,,https://thefirebird.com/,"1808 Espinacitas St, Santa Fe, NM 87505",4.2,110,"['Fireplaces', 'Stoves', 'Outdoor living', 'Outdoor cooking', 'Outdoor kitchens', 'Outdoor heaters', 'Outdoor furniture', 'Professional outdoor kitchen products', 'Outdoor cooking', 'Outdoor kitchens', 'Outdoor heaters', 'Outdoor furniture', 'Fireplaces', 'Stoves', 'Professional outdoor kitchen products', 'Handcrafted Luxury Furnishings']",,,['Santa Fe'],35.6605798,-105.9676919
New York,Penfield,Rochester Gutter Company,(585) 385-2910,,http://rochestergutter.net//,"37 Hillside Rd, Penfield, NY 14526",4.7,64,"['full gutter installation', 'partial gutter installation', 'siding installation', 'siding repair', 'coverings', 'fascia repairs', 'soffit repairs', 'owner on every job site', 'insured technicians', 'year-round installation', 'references available', 'more than 20 years of professional experience']","licensed, insured",Contractors,"['Rochester', 'NY', 'Genesee County', 'Monroe County', 'Livingston County', 'Ontario County', 'Orleans County', 'Wayne County']",43.1276569,-77.4610138
North Carolina,Taylorsville,George's Grading and Septic Tank Service LLC,(828) 312-2197,,http://georgesgradingandseptictankser.godaddysites.com/,,4.9,42,"['Septic tank pumping', 'Septic tank installation', 'Septic tank repair', 'Septic tank inspections', 'Grease trap cleaning', 'Emergency services', 'Perk tests', 'Hauling rock and sand', 'Grading', 'Perk tests', 'Grease trap cleaning', '24/7 emergency septic services', 'Driveway grading']",,"Residential, Commercial properties, Commercial kitchens",[],35.964623,-81.340068
North Carolina,Murphy,Def & Oil Solutions Corp,(828) 591-8646,,https://defnoilsolutions.com/,"1604 Old Ranger Rd, Murphy, NC 28906",5,3,"['Oils and lubricants', 'Fuel and oil tanks', 'Fuel pumps', 'Diesel Exhaust Fluid (DEF)', 'Oil and equipment delivery', 'Bulk deliveries', 'Rigorously tested lubricants', 'Durable storage solutions', 'Tailored solutions', 'Regulatory compliance']",,"Automotive, Commercial, Industrial, Businesses","['North Carolina', 'Tennessee', 'Georgia']",35.0706814,-84.0569709
Ohio,Yellow Springs,"Rain Brothers, LLC",(937) 949-1100,,http://www.rainbrothers.com/,"845 Dayton St, Yellow Springs, OH 45387",4.9,62,"['rainwater harvesting cisterns', 'cistern systems for low-yield wells', 'cistern sales', 'cistern installation', 'cistern service', 'underground cistern installation', 'water testing', 'design library', 'how-to videos', 'online product catalog', 'rainwater harvesting cisterns', 'low-yield and low-producing well systems', 'underground cistern installation']","Licensed Private Water Systems Contractors, Accredited by the American Rainwater Catchment Systems Association",,[],39.8033335,-83.9040645
Ohio,Marietta,F L Tanks,(740) 568-4636,,http://www.fltanks.com/,"1111 Gilman Ave, Marietta, OH 45750",4.9,10,"['Commercial tanks', 'Polyethylene tanks', 'Tank modifications', 'Delivery and shipping', 'After-sale repair and support', 'Parts and hard-to-find items', 'In-stock inventory', 'Tank modifications', 'Polyethylene tanks', 'Custom fittings', 'Double-walled tanks', 'Heated tanks', 'Insulated tanks', 'Timely delivery']",,Commercial,[],39.4273376,-81.4748382
Oklahoma,Muskogee,Mr Plumber,(918) 697-9392,,http://mrplumbermuskogee.com/,"2551 York St, Muskogee, OK 74403",4.9,19,[],,,[],35.878924,-95.5720735
Oklahoma,Norman,Rain Guard Inc. - Norman,(405) 360-6490,,https://www.rainguardok.com/,"3241 Double Dr, Norman, OK 73069",5,38,"['Gutter installation', 'Gutter maintenance', 'Gutter repair', 'Gutter cleaning', 'Commercial gutters', 'Gutter drainage', 'Water collection systems', 'Seamless aluminum gutters', 'Gutter guards', 'Seamless gutters', 'Commercial gutters', 'Water collection systems', 'Gutter drainage', 'Gutter Helmet® leaf protection']",,"Residential, Commercial","['Oklahoma City', 'Norman', 'Edmond', 'Oklahoma']",35.2586489,-97.4631688
Oregon,Cheshire,Water Sourcers,(541) 952-9871,,http://www.watersourcers.com/,"92630 Hager Rd, Cheshire, OR 97419",5,4,"['Steel bolted water tanks', 'Poly water tanks', 'Fire suppression systems', 'Rainwater systems', 'Water-wise irrigation systems', 'Custom landscaping', 'Defensible spacescapes', 'Edible & medicinal foodscapes', 'Rainwater design and installation', 'Steel bolted tanks', 'Poly tanks', 'Defensible spacescapes', 'Edible & medicinal foodscapes', 'Water-wise irrigation systems']","Licensed, Insured, Bonded, ARCSA-ASSE certified rainwater designer & installer, LCB#- 100166, LCP#- 16429, CCB#- 239643, ASSE & IAPMO #52076",,[],44.1728751,-123.4097016
Oregon,Junction City,Gradybarrels and Tanks LLC,(541) 554-6753,,https://gradybarrelsandtanks.com/,,5,6,[],,,[],40.7659762,-119.4900924
Oregon,Roseburg,"The Bratcher Company, LLC",(541) 900-7788,,http://bratcher.pro/,,4.8,18,"['Excavation and site preparation', 'Utility installation', 'Driveway construction', 'Drainage and culverts', 'Shop and barn pads', 'Water pump installation', 'Water storage and rainwater harvesting tank placement', 'Well pump replacement', 'On-site septic evaluation', 'On-site septic design', 'On-site septic installation', 'Retaining wall construction', 'Land mapping and site technology', 'Hillside cut and fill', 'Rainwater harvesting', 'Water storage tank placement', 'Advanced septic treatment systems', 'Pressurized pump applications', 'Concrete block retaining walls', 'Boulder-based retaining walls', 'Actively drained retaining walls', 'Poured concrete footings', 'Hillside cut and fill']","Certified and licensed to install all approved products in Oregon, Factory trained on advanced treatment systems and pressurized pump applications, Licensed, bonded, and insured",,"['Roseburg', 'Oregon', 'Umpqua Valley']",43.322067,-123.1322174
Oregon,Lafayette,OVS Water Systems & Irrigation,(503) 864-4556,,https://www.ovs.com/,"624 3rd St, Lafayette, OR 97127",4.1,43,"['Trellis supplies', 'Trellis design', 'Irrigation design', 'Irrigation installation and service', 'Irrigation and water systems', 'Pumps and electric motor repair/maintenance', 'Drip irrigation', 'Filtration', 'Water storage and treatment', 'Tree and vine protection', 'Crop training', 'Agronomic services', 'Field and testing services', 'Crop protection', 'Crop nutrition', 'Dust control', 'Agricultural fabrics', 'Ground cover', 'Seasonal and weather protection', 'Structures', 'Netting', 'Custom irrigation design', 'Trellis design and supplies', 'Pump repair and maintenance', 'Agronomy services', 'Agricultural fabrics', 'Specialty netting']",,"Vineyards, Fruit orchards, Hops, Blueberries, Farms, Backyard systems","['Washington', 'Oregon', 'New York']",45.2435418,-123.1118293
Oregon,Ashland,Source Water Tanks,(541) 414-3202,,http://sourcewatertanks.com/,,,,"['Plastic water tanks', 'Water storage tanks', 'Water piping', 'Water filtration', 'Sales of water storage tanks', 'Sales of gas-powered water pumps', 'Fire pumps', 'Tank fittings', 'Cross-Buck roof X-brace truss design', 'Banded-side walls', 'Seamless roto-mold one-piece build', '26"" heavy-duty manhole lid', 'Two heavy-duty connection fittings', 'Drinking-water safe NSF interior', 'BPA free', 'Self-priming pumps', 'Built-in check valve with double volute', 'Glass-reinforced polyester pump construction']","NSF stamped, ANSI compliant",,"['Jackson County', 'Josephine County', 'Siskiyou County', 'Ashland', 'OR', 'Applegate', 'OR', 'Cave Junction', 'OR', 'Central Point', 'OR', 'Eagle Point', 'OR', 'Gold Hill', 'OR', 'Grants Pass', 'OR', 'Jacksonville', 'OR', 'Medford', 'OR', 'Murphy', 'OR', ""O'Brien"", 'OR', 'Phoenix', 'OR', 'Prospect', 'OR', 'Rogue River', 'OR', 'Ruch', 'OR', 'Sams Valley', 'OR', 'Selma', 'OR', 'Shady Cove', 'OR', 'Talent', 'OR', 'Williams', 'OR', 'Wilderville', 'OR', 'White City', 'OR', 'Big Springs', 'CA', 'Callahan', 'CA', 'Carrick', 'CA', 'Crescent City', 'CA', 'Dunsmuir', 'CA', 'Etna', 'CA', 'Fort Jones', 'CA', 'Grenada', 'CA', 'Gazelle', 'CA', 'Happy Camp', 'CA', 'Hamburg', 'CA', 'Hilt', 'CA', 'Hornbrook', 'CA', 'Klamath River', 'CA', 'McCloud', 'CA', 'Montague', 'CA', 'Mount Shasta', 'CA', 'Scott Bar', 'CA', 'Seiad Valley', 'CA', 'Shastina', 'CA', 'Smith River', 'CA', 'Yreka', 'CA', 'Weed', 'CA']",41.994494,-122.7439884
Pennsylvania,Uniontown,C&C Tanks,(724) 557-6453,,https://www.candctanks.com/,"2367 Morgantown Rd, Uniontown, PA 15401",4.8,37,[],,,[],39.8466403,-79.7622296
Puerto Rico,Caguas,Hidro Sistemas pr,(787) 744-1313,,https://www.hidrosistemaspr.com/,"A-16 PR-172, Caguas, 00725, Puerto Rico",4.6,37,"['Cisternas', 'Motores para cisterna', 'Calentador solar', 'Reparación de motores de cisterna', 'Orientación y conocimiento acerca de cisterna y motores para cisternas', 'Bombas de agua', 'Cisternas', 'Reparación de motores de cisterna', 'Motores para cisterna', 'Calentador solar']",,,[],18.2137584,-66.0524829
Puerto Rico,Guaynabo,Solar & Water Solutions,(787) 731-1545,,http://www.solarandwaterpr.com/,"PR-833, Guaynabo, 00959, Puerto Rico",4.8,24,"['Reverse Osmosis', 'Suavizadores', 'Calentadores Solares', 'Cisternas', 'Agua de Lluvia', 'Equipo para recogido', 'almacenamiento y potabilización de agua de lluvia', 'Manufactura de calentadores solares Soltek', 'Tratamiento de agua en punto de entrada', 'Tratamiento de agua en punto de uso', 'Consultoría energética para sistemas de paneles solares y baterías Tesla', 'Tratamiento de agua en punto de entrada', 'Tratamiento de agua en punto de uso', 'Equipos para recogido', 'almacenamiento y potabilización de agua de lluvia', 'Manufactura de calentadores solares Soltek']",Master Water Specialist,Residential,['Puerto Rico'],18.3720803,-66.1350345
